Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
1c72a95b-4b4f-4458-870c,2024-01-05,08:17:49,Online,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-01-06,07:45:00,08:45:00,08:45:00,On Time,,No
1ad6dce7-e2ba-4b02-b645,2024-03-17,09:06:19,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-03-18,07:30:00,09:20:00,09:20:00,On Time,,No
0424157e-6247-4576-9241,2024-01-08,03:36:32,Online,Credit Card,,Standard,Advance,12,Manchester Piccadilly,Nottingham,2024-01-09,02:00:00,03:00:00,03:00:00,On Time,,No
1ac62d43-3ddc-4088-b984,2024-02-14,03:03:16,Online,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-02-15,01:30:00,02:30:00,,Cancelled,Weather,Yes
6bd491d4-632c-4a99-bc44,2024-02-11,19:50:01,Station,Credit Card,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-02-11,21:15:00,22:35:00,22:35:00,On Time,,No
a2b17128-b6f1-434e-9910,2024-01-08,14:45:13,Online,Contactless,Adult,Standard,Anytime,15,Birmingham New Street,Manchester Piccadilly,2024-01-08,16:15:00,17:35:00,17:35:00,On Time,,No
688d3fec-c41d-4f94-8bf2,2024-04-08,09:57:30,Online,Contactless,Disabled,First Class,Off-Peak,52,London Euston,Birmingham New Street,2024-04-08,11:15:00,12:35:00,12:35:00,On Time,,No
99f88e59-fe0f-4f37-ba1b,2024-04-25,00:11:22,Online,Credit Card,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-25,01:30:00,02:00:00,02:54:00,Delayed,Signal Failure,Yes
3a504f90-1897-440b-8a47,2024-03-04,18:08:36,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-05,16:30:00,17:00:00,17:00:00,On Time,,No
6e92048e-c1e1-4a05-8310,2024-01-02,15:45:48,Online,Credit Card,,Standard,Anytime,70,London Kings Cross,York,2024-01-02,17:15:00,19:05:00,19:05:00,On Time,,No
31c3d8e0-4462-4579-9a69,2024-03-17,06:42:19,Online,Credit Card,Disabled,Standard,Off-Peak,71,London Euston,Manchester Piccadilly,2024-03-17,08:00:00,09:50:00,,Cancelled,Signal failure,Yes
b8017c87-61d7-450e-84d1,2024-03-29,14:41:46,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,2024-03-29,16:00:00,17:20:00,17:20:00,On Time,,No
a31538fa-2b94-4550-971b,2024-01-09,03:37:31,Station,Contactless,,First Class,Off-Peak,86,London Kings Cross,York,2024-01-09,05:00:00,06:50:00,06:50:00,On Time,,No
8ae01c52-f449-47db-8222,2024-01-23,13:24:15,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,2024-01-24,11:45:00,12:45:00,12:45:00,On Time,,No
6e8bfb32-25e0-4a49-a14c,2024-03-10,17:53:05,Station,Credit Card,,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,2024-03-10,19:15:00,19:45:00,19:45:00,On Time,,No
91179fa3-99d6-4fc1-9ec1,2024-01-21,09:05:49,Online,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2024-01-21,10:30:00,11:50:00,11:50:00,On Time,,No
d68d815a-0dae-4859-bae7,2024-03-08,07:24:06,Online,Credit Card,,Standard,Anytime,70,London Kings Cross,York,2024-03-08,07:45:00,09:35:00,09:35:00,On Time,,No
dc529cd8-fbb9-47f7-b800,2024-04-08,23:01:45,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-09,00:30:00,01:50:00,01:50:00,On Time,,No
68eee483-0b3a-4079-846a,2024-03-02,06:30:05,Station,Credit Card,,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-03-02,08:00:00,10:15:00,11:07:00,Delayed,Weather,No
9b21deb9-b4c3-4924-852a,2024-04-08,16:29:50,Station,Credit Card,,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-08,17:45:00,19:05:00,19:05:00,On Time,,No
c14e9a33-1dce-468c-b4f7,2024-04-28,17:34:39,Station,Debit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-29,16:00:00,17:20:00,17:20:00,On Time,,No
05b2707d-a157-4250-87db,2024-03-22,06:37:54,Online,Credit Card,Disabled,First Class,Anytime,144,London Euston,Manchester Piccadilly,2024-03-22,08:00:00,09:50:00,09:50:00,On Time,,No
898a1089-80ca-4499-8d2c,2024-02-10,15:21:58,Station,Contactless,,Standard,Advance,13,London Paddington,Reading,2024-02-11,13:45:00,14:45:00,14:45:00,On Time,,No
3b4da164-5355-4656-a902,2024-04-22,22:34:58,Station,Credit Card,Disabled,Standard,Advance,4,Birmingham New Street,Liverpool Lime Street,2024-04-23,00:00:00,01:30:00,01:30:00,On Time,,No
3f3052ac-7397-4837-b63f,2024-02-15,00:33:56,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-02-22,23:00:00,00:00:00,00:00:00,On Time,,No
b09e2073-9345-4ba7-a9ca,2024-02-12,07:54:34,Online,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-02-13,06:15:00,06:45:00,06:45:00,On Time,,No
b69fff67-e538-4416-ba0a,2024-04-11,02:14:59,Online,Credit Card,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-11,03:30:00,04:00:00,04:00:00,On Time,,No
99511e23-453b-4006-b87a,2024-03-30,06:06:55,Online,Credit Card,,Standard,Off-Peak,53,London Kings Cross,York,2024-03-30,07:30:00,09:20:00,09:20:00,On Time,,No
9fac2ac6-2248-4e9d-8a58,2024-03-02,05:24:23,Online,Contactless,,Standard,Off-Peak,19,London Paddington,Reading,2024-03-02,06:45:00,07:45:00,07:45:00,On Time,,No
d2106ee0-7d27-4ad0-91b4,2024-04-29,21:54:12,Online,Contactless,,Standard,Advance,36,Birmingham New Street,Edinburgh,2024-04-30,20:15:00,00:45:00,00:45:00,On Time,,No
a744f840-fdc3-4e74-aaf9,2024-03-05,16:04:11,Station,Credit Card,,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-03-05,17:45:00,18:15:00,18:15:00,On Time,,No
9447eac2-6808-4190-a283,2024-04-18,17:42:39,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-19,16:00:00,16:30:00,16:30:00,On Time,,No
1d00da95-a17b-4060-ac4c,2024-01-26,09:44:00,Online,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-26,11:00:00,12:20:00,12:20:00,On Time,,No
5fa96001-33a4-4bcc-8cbf,2024-03-31,22:03:22,Station,Contactless,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-01,20:30:00,21:00:00,21:00:00,On Time,,No
57425813-ccdf-4bc0-9229,2024-04-04,05:08:54,Station,Credit Card,,First Class,Anytime,107,London St Pancras,Birmingham New Street,2024-04-04,06:30:00,07:50:00,07:50:00,On Time,,No
45b09ffb-8a72-4f25-90d9,2024-01-18,23:35:48,Online,Contactless,,First Class,Advance,20,Liverpool Lime Street,Leeds,2024-01-19,22:00:00,23:30:00,23:30:00,On Time,,No
618010b9-1aa5-4cbb-8cf3,2024-01-03,8:20 PM,Online,Credit Card,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-04,18:45:00,20:05:00,20:05:00,On Time,,No
1a4711b6-9eb9-4a6a-8bd9,2024-04-11,01:18:18,Online,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-04-11,23:45:00,00:45:00,00:45:00,On Time,,No
0117ecc3-38b4-498b-936d,2024-01-15,06:04:34,Station,Contactless,,Standard,Anytime,25,London Paddington,Reading,2024-01-15,07:30:00,08:30:00,08:30:00,On Time,,No
50610307-516a-4cfd-83c8,2024-02-22,07:59:22,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-23,06:15:00,06:45:00,06:45:00,On Time,,No
5eac6055-648a-4b72-adac,2024-03-07,17:53:17,Station,Contactless,Adult,Standard,Advance,8,London Paddington,Reading,2024-03-08,16:15:00,17:15:00,17:15:00,On Time,,No
ec5420f4-e3ee-493c-8c04,2024-03-27,19:32:31,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-03-28,18:45:00,19:15:00,19:15:00,On Time,,No
fdd97280-856e-4671-bb48,2024-03-26,07:50:20,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-03-27,06:15:00,07:15:00,07:15:00,On Time,,No
d25eb117-1971-4bdf-b345,2024-03-14,07:17:52,Online,Contactless,,Standard,Anytime,25,London Paddington,Reading,2024-03-14,08:45:00,09:45:00,09:45:00,On Time,,No
6ade8564-7315-4d5a-998a,2024-04-03,17:18:54,Online,Contactless,,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-03,18:45:00,19:15:00,19:15:00,On Time,,No
f744a027-944b-4f2c-b1a9,2024-04-04,20:20:58,Online,Credit Card,,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-04-05,18:45:00,19:05:00,19:05:00,On Time,,No
2accb2d1-cb12-4013-beb9,2024-02-13,08:18:25,Online,Credit Card,,Standard,Advance,18,London Paddington,Oxford,2024-02-29,07:45:00,09:15:00,,Cancelled,Staffing,Yes
8960e15d-a902-480a-b20b,2024-02-22,00:33:02,Online,Credit Card,,Standard,Off-Peak,17,Manchester Piccadilly,Nottingham,2024-02-22,02:00:00,03:00:00,,Cancelled,Traffic,No
0c1b4671-f986-4d37-813f,2024-01-13,09:05:56,Online,Contactless,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-13,10:30:00,11:00:00,11:00:00,On Time,,No
d9dd116c-60e7-4a27-b98f,2024-01-20,17:20:28,Online,Credit Card,,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-01-21,14:45:00,15:15:00,15:15:00,On Time,,No
4faab28d-4f91-4acd-878d,2024-02-16,07:37:23,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-17,06:00:00,06:30:00,06:30:00,On Time,,No
0c2b57e6-a617-4e33-97eb,2024-04-22,04:54:50,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-04-23,03:15:00,04:15:00,04:15:00,On Time,,No
b192877b-d13d-4c42-a9ec,2024-02-06,20:27:20,Online,Credit Card,Disabled,Standard,Advance,21,London St Pancras,Wolverhampton,2024-02-07,18:45:00,20:15:00,20:15:00,On Time,,No
f9f561aa-c243-4a7b-9c62,2024-02-26,07:17:43,Online,Credit Card,,Standard,Anytime,25,London Paddington,Reading,2024-02-26,07:45:00,08:45:00,08:45:00,On Time,,No
5833d634-e420-444b-8018,2024-02-14,03:14:08,Online,Contactless,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-02-14,04:30:00,05:00:00,05:00:00,On Time,,No
7d1383cb-cbc9-4712-be60,2024-02-15,13:24:56,Online,Credit Card,Senior,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-15,14:45:00,15:15:00,15:15:00,On Time,,No
633cad05-e68f-433d-b82a,2024-03-04,06:31:53,Station,Credit Card,,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-04,08:00:00,10:15:00,10:56:00,Delayed,Weather,No
6737bf18-505b-4c01-bab5,2024-04-26,07:55:06,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-04-27,06:15:00,07:15:00,07:15:00,On Time,,No
c4a87868-570b-4c0e-9b81,2024-02-15,15:54:06,Online,Credit Card,,Standard,Anytime,70,London Kings Cross,York,2024-02-15,17:15:00,19:05:00,19:05:00,On Time,,No
01e32ad2-cccd-4dd6-858e,2024-03-03,17:19:17,Station,Credit Card,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,2024-03-03,18:45:00,20:05:00,,Cancelled,Signal failure,No
fd19a6f7-bf11-4dbd-b915,2024-01-09,06:57:05,Station,Credit Card,,Standard,Anytime,7,Manchester Piccadilly,Sheffield,2024-01-09,08:15:00,09:00:00,09:00:00,On Time,,No
ad6154de-ccb9-4683-89ff,2024-02-15,08:41:34,Station,Credit Card,,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,2024-02-18,07:00:00,07:30:00,07:30:00,On Time,,No
932cc244-448f-48ea-85af,2024-02-06,08:15:35,Online,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-02-28,07:45:00,08:45:00,08:45:00,On Time,,No
43503dfa-4ff2-475c-bc7c,2024-01-02,06:08:48,Online,Credit Card,,Standard,Advance,22,Birmingham New Street,London St Pancras,2024-01-03,04:30:00,05:50:00,05:50:00,On Time,,No
94870071-4d0e-431d-9480,2024-02-07,12:39:12,Online,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-07,14:00:00,15:20:00,15:20:00,On Time,,No
ba9e6ec7-6c30-402d-9793,2024-01-02,09:31:53,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-03,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
ba98e7cc-7a99-41ed-836c,2024-02-08,08:07:16,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,2024-02-09,06:30:00,07:50:00,07:50:00,On Time,,No
abf61d46-21b1-4a8e-9edf,2024-04-21,17:24:58,Online,Credit Card,Disabled,Standard,Advance,23,London Kings Cross,York,2024-04-22,15:45:00,17:35:00,17:35:00,On Time,,No
7aa37b56-c41b-4042-ac38,2024-04-13,09:37:45,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-04-14,08:00:00,10:15:00,10:25:00,Delayed,Weather,No
d0850a16-fdd5-465f-86fd,2024-02-04,14:24:40,Online,Credit Card,Disabled,First Class,Advance,18,London Paddington,Reading,2024-02-05,12:45:00,13:45:00,13:45:00,On Time,,No
0dd8d788-75b4-44b7-a105,2024-04-16,15:48:44,Online,Credit Card,Senior,Standard,Anytime,4,Liverpool Lime Street,Manchester Piccadilly,2024-04-16,17:15:00,17:45:00,17:45:00,On Time,,No
3baee9f4-06b3-4e3a-8c45,2024-01-05,16:28:59,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-01-06,14:45:00,15:15:00,15:15:00,On Time,,No
ddcf5150-d06d-4a66-9498,2024-03-02,15:13:32,Station,Contactless,,Standard,Off-Peak,53,London Kings Cross,York,2024-03-02,17:45:00,19:35:00,19:35:00,On Time,,No
95e72ff6-157c-4fc3-aa93,2024-04-19,16:02:44,Station,Credit Card,,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-04-19,17:45:00,18:15:00,19:19:00,Delayed,Weather,No
a7b07b9b-f217-4930-92d8,2024-04-23,14:23:51,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-04-23,15:45:00,17:05:00,17:05:00,On Time,,No
2ba62098-9bae-4407-a3a0,2024-02-16,07:26:32,Online,Credit Card,,Standard,Anytime,35,London Paddington,Oxford,2024-02-16,07:45:00,09:15:00,09:15:00,On Time,,No
09894bd1-030c-404e-984c,2024-04-29,12:47:46,Station,Credit Card,Disabled,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-29,14:15:00,14:45:00,14:45:00,On Time,,No
72d7dfd7-1881-4b89-8523,2024-01-31,07:26:41,Online,Credit Card,,Standard,Anytime,25,London Paddington,Reading,2024-01-31,07:45:00,08:45:00,08:45:00,On Time,,No
d4ea3753-e30f-4d69-83bf,2024-03-26,07:45:55,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-03-27,06:15:00,07:15:00,07:15:00,On Time,,No
190e6074-e714-425d-8d1a,2024-03-04,00:41:22,Online,Credit Card,,Standard,Off-Peak,17,Manchester Piccadilly,Nottingham,2024-03-04,02:00:00,03:00:00,03:00:00,On Time,,No
3a82a2f9-a6bf-434f-95ea,2024-02-23,12:03:51,Station,Debit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-24,11:15:00,11:45:00,11:55:00,Delayed,Technical Issue,Yes
e0993c6a-3446-42b3-bd9c,2024-03-21,18:01:35,Online,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-22,16:30:00,17:50:00,17:50:00,On Time,,No
fbc0f7f3-b9d5-4420-a511,2024-03-11,10:16:17,Online,Contactless,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-03-11,11:45:00,13:05:00,13:05:00,On Time,,No
e5265d3e-f11d-491c-b0eb,2024-01-13,09:21:34,Station,Credit Card,Senior,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-01-13,09:45:00,11:05:00,11:05:00,On Time,,No
61024fdc-ffed-4f6b-8aa2,2024-01-25,07:33:39,Online,Contactless,,Standard,Off-Peak,19,London Paddington,Reading,2024-01-25,09:00:00,10:00:00,10:00:00,On Time,,No
8bb60da5-5860-4b76-85ac,2024-02-02,03:12:03,Online,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-02-02,04:30:00,05:30:00,05:30:00,On Time,,No
11c3398e-1263-466f-877f,2024-03-17,16:06:13,Station,Debit Card,,Standard,Advance,29,Edinburgh Waverley,London Kings Cross,2024-03-18,15:30:00,19:50:00,20:11:00,Delayed,Staffing,Yes
558b2876-c6ca-42d4-b85a,2024-02-12,06:02:50,Online,Credit Card,,Standard,Advance,86,Manchester Piccadilly,London Paddington,2024-02-22,04:30:00,06:45:00,06:45:00,On Time,,No
a588ac62-b6fc-428f-8b33,2024-04-29,20:17:28,Online,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-04-30,18:45:00,19:45:00,19:45:00,On Time,,No
4e446987-0599-48ab-8fd4,2024-03-22,02:47:01,Online,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-03-23,01:15:00,02:35:00,02:35:00,On Time,,No
978611d2-9854-49ff-aeb4,2024-03-21,20:54:57,Online,Contactless,Senior,Standard,Off-Peak,6,Birmingham New Street,Liverpool Lime Street,2024-03-21,22:15:00,23:45:00,23:45:00,On Time,,No
8e8e9705-4c8a-429e-8948,2024-01-08,10:35:39,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-09,09:00:00,09:30:00,09:30:00,On Time,,No
bc538d76-5bd6-49ce-9927,2024-02-03,18:46:23,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-04,17:15:00,19:30:00,19:30:00,On Time,,No
26ed4f40-5900-4553-b286,2024-04-20,17:20:27,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-20,18:45:00,20:05:00,20:05:00,On Time,,No
ec3523d4-9a91-444f-8bbb,2024-01-04,01:08:00,Station,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-04,23:30:00,00:50:00,00:50:00,On Time,,No
f18fc73e-cecc-47ab-940e,2024-03-22,11:46:35,Station,Contactless,Adult,First Class,Advance,35,London Euston,Birmingham New Street,2024-03-23,10:15:00,11:35:00,11:35:00,On Time,,No
ee27a928-3043-4cde-a64b,2024-02-17,11:02:24,Online,Contactless,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-02-17,12:30:00,13:00:00,13:00:00,On Time,,No
97c43dc1-42d4-4776-941b,2024-04-06,17:28:14,Online,Credit Card,Senior,Standard,Off-Peak,8,Liverpool Lime Street,Crewe,2024-04-06,18:45:00,19:20:00,19:20:00,On Time,,No
0aff905e-aa98-4af8-a4af,2024-03-18,10:06:51,Station,Contactless,,Standard,Advance,77,Liverpool Lime Street,London St Pancras,2024-03-19,08:30:00,11:00:00,11:00:00,On Time,,No
dd58d1a2-5185-4b89-a528,2024-03-15,04:49:44,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-15,06:15:00,06:45:00,06:45:00,On Time,,No
2886c997-43a3-4dc9-9d81,2024-04-21,17:50:11,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-22,16:15:00,17:35:00,17:35:00,On Time,,No
909144fe-b311-4063-8cca,2024-04-11,07:59:30,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-04-12,06:15:00,07:15:00,07:15:00,On Time,,No
526bdcbd-2847-4bfe-9472,2024-04-02,13:17:51,Online,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-04-03,11:45:00,13:05:00,13:05:00,On Time,,No
2efbd4c0-a77e-41cc-a369,2024-02-08,19:27:24,Online,Credit Card,Senior,Standard,Advance,16,London St Pancras,Leicester,2024-02-25,18:45:00,19:45:00,19:45:00,On Time,,No
a5a0e78a-da16-40c4-a864,2024-04-07,18:36:12,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-04-08,17:00:00,18:50:00,18:50:00,On Time,,No
fc64b91b-ac21-4566-ae34,2024-03-07,14:54:03,Station,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-08,13:15:00,13:45:00,13:45:00,On Time,,No
961be2cb-5260-44b9-8588,2024-02-12,06:34:38,Online,Contactless,Senior,Standard,Anytime,11,London St Pancras,Birmingham New Street,2024-02-12,08:00:00,09:20:00,09:20:00,On Time,,No
c0ee9898-b5a5-41da-981d,2024-01-16,20:00:06,Station,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-17,18:30:00,19:50:00,19:50:00,On Time,,No
e9f2c1ab-a013-4dcc-b618,2024-04-23,14:34:57,Station,Credit Card,,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-04-23,16:00:00,16:30:00,16:30:00,On Time,,No
8213a843-b3ef-44ac-a067,2024-01-07,00:14:17,Online,Contactless,,Standard,Off-Peak,14,Manchester Piccadilly,Leeds,2024-01-07,22:30:00,23:15:00,23:15:00,On Time,,No
1b31abc9-85a5-4d2f-9dc8,2024-04-12,06:31:12,Station,Credit Card,,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-12,08:00:00,10:15:00,11:15:00,Delayed,Weather,No
75375ab6-169a-4961-b16d,2024-01-17,05:30:15,Online,Credit Card,Adult,Standard,Advance,23,London Kings Cross,York,2024-01-18,04:00:00,05:50:00,05:50:00,On Time,,No
a9735a20-301f-44a6-a2da,2024-03-23,17:26:46,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-23,18:45:00,20:05:00,20:05:00,On Time,,No
8cd5f63e-6405-46f3-864e,2024-01-09,21:44:05,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-10,20:00:00,21:20:00,21:20:00,On Time,,No
c085115f-5362-42bc-8216,2024-01-11,14:56:11,Online,Credit Card,,Standard,Anytime,13,London Euston,Birmingham New Street,2024-01-11,16:15:00,17:35:00,17:35:00,On Time,,No
df8b3d68-43d3-4eea-b63d,2024-04-02,09:26:15,Station,Credit Card,Disabled,Standard,Advance,5,London St Pancras,Birmingham New Street,2024-04-03,07:45:00,09:05:00,09:05:00,On Time,,No
97e4266f-7f58-4a5f-9969,2024-01-02,01:52:53,Station,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-01-02,03:15:00,04:15:00,04:15:00,On Time,,No
930f43e4-d753-4e05-bd1c,2024-03-09,17:27:09,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-09,18:45:00,20:05:00,20:05:00,On Time,,No
a8035194-7e51-402e-a52c,2024-03-28,20:34:41,Station,Credit Card,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-03-29,19:00:00,20:20:00,20:20:00,On Time,,No
cdf9122c-096b-487b-bae9,2024-01-23,21:56:46,Online,Contactless,,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-24,20:15:00,21:35:00,21:35:00,On Time,,No
411e62a4-416a-4701-b006,2024-01-13,15:04:10,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-01-14,13:30:00,14:50:00,14:50:00,On Time,,No
314ee74c-f9e2-410c-8f61,2024-01-20,03:05:39,Station,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-20,04:30:00,05:50:00,05:50:00,On Time,,No
fae104c4-eb41-4303-9b2b,2024-02-02,14:02:26,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-02-02,15:30:00,16:50:00,16:50:00,On Time,,No
ce2fd5eb-15bf-43e2-a219,2024-03-06,10:32:04,Online,Contactless,,Standard,Advance,13,London Paddington,Reading,2024-03-07,09:00:00,10:00:00,10:00:00,On Time,,No
36d1d941-8e2b-4fa4-8534,2024-04-13,17:13:42,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-14,15:30:00,16:50:00,16:50:00,On Time,,No
3d1ae722-7d3a-4283-a729,2024-03-20,14:42:40,Station,Contactless,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-20,16:00:00,16:30:00,16:30:00,On Time,,No
f35e8f3d-0f0d-43ac-ac77,2024-03-13,13:37:01,Online,Contactless,,First Class,Advance,54,London St Pancras,Birmingham New Street,2024-03-14,12:00:00,13:20:00,13:20:00,On Time,,No
ae105a04-f432-4129-ab00,2024-04-27,06:33:05,Station,Credit Card,,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-04-27,08:00:00,10:15:00,10:15:00,On Time,,No
a5084823-6409-4459-87f7,2024-01-21,19:33:37,Station,Credit Card,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-01-22,17:45:00,18:15:00,18:15:00,On Time,,No
a088a730-c23a-4feb-b966,2024-04-15,08:10:47,Online,Credit Card,Adult,First Class,Advance,35,London Euston,Birmingham New Street,2024-04-16,06:30:00,07:50:00,07:50:00,On Time,,No
34f61269-3244-4156-a797,2024-02-20,07:47:54,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,2024-02-24,06:15:00,07:15:00,07:15:00,On Time,,No
ced32640-f72b-49dc-ad28,2024-02-09,19:34:35,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-22,18:45:00,19:15:00,19:15:00,On Time,,No
e91dcfad-ad67-49af-ab46,2024-02-04,23:00:12,Station,Credit Card,,First Class,Advance,52,London Euston,Birmingham New Street,2024-02-05,21:30:00,22:50:00,22:50:00,On Time,,No
dac0750e-ff4b-48fa-bd5d,2024-03-29,09:12:33,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-03-30,07:30:00,09:20:00,09:20:00,On Time,,No
45d13221-5cbe-4159-a148,2024-03-12,12:29:52,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-13,10:45:00,11:15:00,11:15:00,On Time,,No
b055f373-8a8f-4df2-8284,2024-01-14,16:14:24,Station,Debit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-14,17:45:00,19:05:00,19:05:00,On Time,,No
a5a342bf-92eb-49bf-aba6,2024-04-14,21:38:34,Station,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-04-15,20:00:00,21:00:00,21:00:00,On Time,,No
4dfb723a-f75c-4474-9d81,2024-03-19,09:39:18,Station,Credit Card,,Standard,Advance,84,Manchester Piccadilly,London Euston,2024-03-20,08:00:00,09:50:00,10:48:00,Delayed,Weather,No
